ops,op/s,pk/s,row/s,mean,med,.95,.99,.999,max,time,stderr,errors,gc: #,max ms,sum ms,sdv ms,type total
30.0,30.0,30.0,30.0,558.4,550.0,645.4,648.5,648.5,648.5,1690925596.0,0.0,0.0,0.0,0.0,0.0,0.0,total
189.5,174.5,174.5,174.5,571.8,578.25,707.8,739.9,747.4,747.4,1690925597.0,-0.407805,0.0,0.0,0.0,0.0,0.0,total
229.0,102.66666666666667,102.66666666666667,102.66666666666667,963.2333333333332,983.9,1158.5,1210.5666666666666,1215.9666666666667,1215.9666666666667,1690925598.0,-0.036640000000000006,0.0,0.0,0.0,0.0,0.0,total
462.6666666666667,233.66666666666666,233.66666666666666,233.66666666666666,1479.8999999999999,1456.4666666666665,1720.0333333333335,1745.5333333333335,1765.4666666666665,1765.4666666666665,1690925599.0,-0.22299666666666665,0.0,0.0,0.0,0.0,0.0,total
725.0,262.3333333333333,262.3333333333333,262.3333333333333,1981.8666666666668,1981.4333333333334,2186.6,2212.5,2220.5333333333333,2220.5333333333333,1690925600.0,-0.12208333333333332,0.0,0.0,0.0,0.0,0.0,total
957.0,232.0,232.0,232.0,2465.4333333333334,2441.4666666666667,2733.6666666666665,2769.2999999999997,2776.2999999999997,2776.2999999999997,1690925601.0,-0.08836666666666666,0.0,0.0,0.0,0.0,0.0,total
1138.0,181.0,181.0,181.0,3100.7666666666664,3140.8333333333335,3339.3333333333335,3370.8333333333335,3410.7000000000003,3410.7000000000003,1690925602.0,-0.07723333333333336,0.0,0.0,0.0,0.0,0.0,total
1335.0,197.0,197.0,197.0,3739.5333333333333,3765.7666666666664,3933.566666666667,3972.0,3992.2999999999997,3992.2999999999997,1690925603.0,-0.06769666666666668,0.0,0.0,0.0,0.0,0.0,total
1564.6666666666667,229.66666666666666,229.66666666666666,229.66666666666666,4259.866666666667,4262.8,4492.8,4517.966666666666,4526.366666666667,4526.366666666667,1690925604.0,-0.05661333333333329,0.0,0.0,0.0,0.0,0.0,total
1782.3333333333333,217.66666666666666,217.66666666666666,217.66666666666666,4788.233333333334,4778.0,5054.133333333333,5075.133333333333,5083.466666666667,5083.466666666667,1690925605.0,-0.04840333333333332,0.0,0.0,0.0,0.0,0.0,total
1978.0,195.66666666666666,195.66666666666666,195.66666666666666,5353.366666666667,5316.966666666666,5663.666666666667,5705.666666666667,5729.433333333333,5729.433333333333,1690925606.0,-0.04311333333333334,0.0,0.0,0.0,0.0,0.0,total
2107.3333333333335,129.33333333333334,129.33333333333334,129.33333333333334,6004.333333333333,5985.266666666666,6298.433333333334,6404.7,6460.633333333334,6460.633333333334,1690925607.0,-0.040546666666666654,0.0,0.0,0.0,0.0,0.0,total
2292.0,184.66666666666666,184.66666666666666,184.66666666666666,6756.0,6734.666666666667,7063.2,7081.400000000001,7092.566666666667,7092.566666666667,1690925608.0,-0.03624333333333333,0.0,0.0,0.0,0.0,0.0,total
2508.0,216.0,216.0,216.0,7352.466666666667,7342.8,7604.266666666667,7639.233333333334,7650.400000000001,7650.400000000001,1690925609.0,-0.031160000000000004,0.0,0.0,0.0,0.0,0.0,total
2661.0,153.0,153.0,153.0,7954.133333333334,7945.400000000001,8355.033333333333,8410.966666666667,8448.733333333334,8448.733333333334,1690925610.0,-0.02942,0.0,0.0,0.0,0.0,0.0,total
2845.6666666666665,184.66666666666666,184.66666666666666,184.66666666666666,8599.0,8601.133333333333,8928.266666666668,8984.199999999999,9005.166666666666,9005.166666666666,1690925611.0,-0.026286666666666642,0.0,0.0,0.0,0.0,0.0,total
